CaseID,Activity,Timestamp,MineName,MineType,MineTypeGroup,Inspectorate,MineStatus,AdministeredBy,MineCluster,Region,MineAddress,MineAddressTown,MineAddressState,MineAddressPostalCode,MineDecLat,MineDecLon,EventID,EventType (1A),HazardClass,HazardType,Incident Type (5A),Surface or Underground (5A),Hazard Code Description (5A),InspectionType (MRE),Status (MRE),DisplayTitle (CA),Section (CA),Directive_disp (CA),CANumber
MI00072,Action,2017-02-17 11:19:00,Braeside Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Southern Downs,Southern,New England Highway,Braeside,QLD,4370.0,-28.37973,151.919373,641,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI00072,Action,2017-02-17 11:37:00,Braeside Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Southern Downs,Southern,New England Highway,Braeside,QLD,4370.0,-28.37973,151.919373,642,,,,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,5.0
MI00072,Action,2017-02-17 11:45:00,Braeside Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Brisbane Office,B- Southern Downs,Southern,New England Highway,Braeside,QLD,4370.0,-28.37973,151.919373,643,,,,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,6.0
MI00054,Incident,2017-02-17 13:00:00,Blackwater Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Ardurad Road (Blackwater Rolleston Road),BLACKWATER,QLD,4717.0,-23.7697,148.87879,644,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Falling/flying material/objects,,,,,,
MI00631,Incident,2017-02-17 13:08:00,Jellinbah East Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,,BLUFF,QLD,4702.0,-23.38814,148.96074,645,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01404,Incident,2017-02-17 13:20:00,Oaky North Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,Oaky Creek Mine Access Road,LILYVALE,QLD,4723.0,-23.03935,148.53987,646,High Potential Incident,Electrical,Cable Damage,High potential no lost time,underground,Electrical equipment,,,,,,
MI00054,Incident,2017-02-17 18:45:00,Blackwater Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Ardurad Road (Blackwater Rolleston Road),BLACKWATER,QLD,4717.0,-23.7697,148.87879,647,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01404,Incident,2017-02-18 08:00:00,Oaky North Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,Oaky Creek Mine Access Road,LILYVALE,QLD,4723.0,-23.03935,148.53987,648,High Potential Incident,Electrical,Other,High potential no lost time,underground,Electrical equipment,,,,,,
MI01383,Incident,2017-02-18 14:10:00,Minerva Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Care & Maintenance,Rockhampton Office,C- Emerald,Central,Wurba Road,SPRINGSURE,QLD,4722.0,-23.90942,148.06107,649,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01584,Incident,2017-02-18 16:00:00,Collinsville Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Scottville Road,Collinsville,QLD,4804.0,-20.55807,147.80291,650,High Potential Incident,Electrical,Electric Shock,High potential no lost time,surface,Electrical equipment,,,,,,
MI02976,Incident,2017-02-18 22:50:00,Grosvenor Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,Ground Floor 201 Charlotte Street,Brisbane,QLD,4001.0,-21.97533,148.00995,651,High Potential Incident,Electrical,Other,High potential no lost time,underground,Electrical equipment,,,,,,
MI01569,Incident,2017-02-18 23:15:00,Rolleston Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-24.44,148.41844,652,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01150,Incident,2017-02-19 00:10:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,653,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01413,Incident,2017-02-19 13:20:00,Weipa,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Townsville Office,,,,,,,-12.67,141.86861,654,High Potential Incident,Vehicle,Other,High potential no lost time,surface,Other,,,,,,
MI00594,Incident,2017-02-19 14:30:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,655,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00750,Incident,2017-02-19 16:00:00,Moranbah North,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,1164 Goonyella Road,Moranbah,QLD,4744.0,-21.88576,147.96564,656,High Potential Incident,Electrical,Cable Damage,High potential no lost time,underground,Electrical equipment,,,,,,
MI01150,Incident,2017-02-19 23:10:00,Newlands Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Newlands Access Road,Via Glenden,QLD,4743.0,-21.21217,147.88636,657,High Potential Incident,Vehicle,Rollover,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00594,Action,2017-02-20 01:11:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,658,,,,,,,Inspection,Closed,Directive,168.0,Directive to review safety and health management system and principal hazard management plans,1.0
MI00138,Action,2017-02-20 02:30:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,659,,Gravity,Fall of equipment/material,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,1.0
MI01432,Action,2017-02-20 04:31:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,660,,,,,,,Inspection,Closed,Recommendation,,,1.0
MI01432,Action,2017-02-20 04:35:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,661,,,,,,,Inspection,Closed,Recommendation,,,2.0
MI01432,Action,2017-02-20 04:37:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,662,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI01432,Action,2017-02-20 04:49:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,663,,,,,,,Inspection,Closed,Recommendation,,,4.0
MI01432,Action,2017-02-20 04:53:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,664,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI01569,Incident,2017-02-20 10:35:00,Rolleston Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-24.44,148.41844,665,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Organisational deficiencies,,,,,,
MI02976,Incident,2017-02-20 12:10:00,Grosvenor Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,Ground Floor 201 Charlotte Street,Brisbane,QLD,4001.0,-21.97533,148.00995,666,Serious Accident,Mechanical,Caught in nip point,High potential lost time,underground,Moving components/parts,,,,,,
MI01146,Incident,2017-02-20 22:30:00,New Acland,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Toowoomba,Central,Cherrys Road,MULDU,QLD,4401.0,-27.27034,151.699331,667,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Moving components/parts,,,,,,
MI03528,Inspection,2017-02-21 00:00:00,Koumala Quarry,Metalliferous - Quarry,Quarry,MMQ,Infrequent Operation,Townsville Office,C- Sarina,Northern,,,,,-21.543,149.221259,668,,,,,,,Inspection,Closed,,,,
MI01917,Inspection,2017-02-21 00:00:00,Baillie's Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,C- Sarina,Northern,,,,,-21.47439,149.225589,669,,,,,,,Inspection,Closed,,,,
MI01421,Inspection,2017-02-21 00:00:00,Iveragh Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Gladstone,Southern,,,,,-23.96827,151.380084,670,,,,,,,Inspection,Closed,,,,
MI03455,Inspection,2017-02-21 00:00:00,Jondaryan Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,Jondaryan - Muldu Road,Jondaryan,QLD,,-27.35454,151.607292,671,,,,,,,Inspection,Closed,,,,
MI00159,Inspection,2017-02-21 00:00:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,672,,,,,,,Inspection,Closed,,,,
MI02976,Incident,2017-02-21 00:00:00,Grosvenor Coal Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,Ground Floor 201 Charlotte Street,Brisbane,QLD,4001.0,-21.97533,148.00995,673,High Potential Incident,Gas Management,Withdrawal due to high gas levels or ventilation failure,High potential no lost time,underground,Noxious liquids/gases,,,,,,
MI00140,Inspection,2017-02-21 00:00:00,Commodore Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Toowoomba,Central,Commodore Mine Access Road (Kooroongarra Rd),MILLMERRAN,QLD,4357.0,-27.94955,151.282107,674,,,,,,,Inspection,Closed,,,,
MI00600,Inspection,2017-02-21 00:00:00,Hatfield's Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,C- Sarina,Northern,,,,,-21.6447,149.144253,675,,,,,,,Inspection,Closed,,,,
MI00750,Inspection,2017-02-21 00:00:00,Moranbah North,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,1164 Goonyella Road,Moranbah,QLD,4744.0,-21.88576,147.96564,676,,,,,,,Inspection,Closed,,,,
MI01259,Inspection,2017-02-21 00:00:00,Sarina Quarry,Metalliferous - Quarry,Quarry,MMQ,Care & Maintenance,Townsville Office,C- Sarina,Northern,,,,,-21.47011,149.221606,677,,,,,,,Inspection,Closed,,,,
MI01172,Inspection,2017-02-21 00:00:00,Osborne,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,,,,,-22.09981,140.576464,678,,,,,,,Inspection,Closed,,,,
MI01918,Inspection,2017-02-21 00:00:00,Keatings Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,C- Sarina,Northern,,,,,-21.485074,149.223236,679,,,,,,,Inspection,Closed,,,,
MI01172,Inspection,2017-02-21 00:00:00,Osborne,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,,,,,-22.09981,140.576464,680,,,,,,,Inspection,Closed,,,,
MI02184,Inspection,2017-02-21 00:00:00,Exp - Zelma Block - NR,Metalliferous Mine - Exploration,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Townsville Office,C- Mackay,Northern,,,,,-21.36211,149.297575,681,,,,,,,Inspection,Closed,,,,
MI02183,Inspection,2017-02-21 00:00:00,Exp - Zelma 3 - NR,Metalliferous Mine - Exploration,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Townsville Office,C- Mackay,Northern,,,,,-21.35841,149.297939,682,,,,,,,Inspection,Closed,,,,
MI01404,Inspection,2017-02-21 00:00:00,Oaky North Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,Oaky Creek Mine Access Road,LILYVALE,QLD,4723.0,-23.03935,148.53987,683,,,,,,,Inspection,Closed,,,,
MI01400,Inspection,2017-02-21 00:00:00,Millennium Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Via Peak Downs Highway,Moranbah,QLD,4744.0,-22.01548,148.25111,684,,,,,,,Inspection,Closed,,,,
MI01573,Action,2017-02-21 01:01:00,South Walker Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Via Peak Downs Highway,Nebo,QLD,4744.0,-21.77801,148.48194,685,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01573,Action,2017-02-21 01:22:00,South Walker Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Via Peak Downs Highway,Nebo,QLD,4744.0,-21.77801,148.48194,686,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01247,Action,2017-02-21 03:37:00,Riverton Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Southern Downs,Southern,,,,,-29.02393,151.486735,687,,Mechanical,Laceration with sharp object,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01403,Action,2017-02-21 03:38:00,Lockyer Valley Quarry,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.53207,152.130121,688,,Non Hazard Specific,Records,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01976,Incident,2017-02-21 05:45:00,Daunia Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Poitrel Access Road
Via Peak Downs Road",Moranbah,QLD,4744.0,-22.04127,148.26852,689,High Potential Incident,Vehicle,Collision with a built or natural structure,High potential no lost time,surface,Fatigue,,,,,,
MI00594,Incident,2017-02-21 12:00:00,Hail Creek,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.5,148.34391,690,High Potential Incident,,,High potential no lost time,surface,Explosives,,,,,,
MI01553,Action,2017-02-21 12:28:00,Quarry Brook,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,Quarry Road (Via Cooks Lane),Cordelia,QLD,4850.0,-18.6068,146.250104,691,,Non Hazard Specific,Safety and Health Management System,,,,Inspection - Unannounced,Closed,Directive,165.0,Directive to review safety and health management system,1.0
MI01553,Action,2017-02-21 12:35:00,Quarry Brook,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,Quarry Road (Via Cooks Lane),Cordelia,QLD,4850.0,-18.6068,146.250104,692,,Non Hazard Specific,Training,,,,Inspection - Unannounced,Closed,Directive,165.0,Directive to review safety and health management system,2.0
MI01553,Action,2017-02-21 12:43:00,Quarry Brook,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,Quarry Road (Via Cooks Lane),Cordelia,QLD,4850.0,-18.6068,146.250104,693,,Vehicle,Collision with a built or natural structure,,,,Inspection - Unannounced,Closed,Directive,164.0,Directive to suspend operations for unacceptable level of risk,3.0
MI01553,Action,2017-02-21 12:49:00,Quarry Brook,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,Quarry Road (Via Cooks Lane),Cordelia,QLD,4850.0,-18.6068,146.250104,694,,Mechanical,Caught in nip point,,,,Inspection - Unannounced,Closed,Directive,164.0,Directive to suspend operations for unacceptable level of risk,4.0
MI01553,Action,2017-02-21 12:57:00,Quarry Brook,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,Quarry Road (Via Cooks Lane),Cordelia,QLD,4850.0,-18.6068,146.250104,695,,Chemical,Exposure to other chemicals,,,,Inspection - Unannounced,Closed,Substandard Condition or Practice,,,5.0
MI01404,Incident,2017-02-21 13:11:00,Oaky North Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,Oaky Creek Mine Access Road,LILYVALE,QLD,4723.0,-23.03935,148.53987,696,High Potential Incident,Gas Management,CH4 >2.5%,High potential no lost time,underground,Flammable liquids/gases,,,,,,
MI00092,Incident,2017-02-21 15:30:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,697,Serious Accident,Mechanical,Entangled in rotating plant,Lost time,surface,Moving components/parts,,,,,,
MI00159,Incident,2017-02-21 18:30:00,Curragh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.49741,148.84478,698,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00797,Incident,2017-02-21 19:31:00,Mt Isa - Copper Smelter,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72921,139.484131,699,High Potential Incident,Thermal,Molten metal/material,High potential no lost time,surface,Explosions,,,,,,
MI01907,Inspection,2017-02-22 00:00:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,700,,,,,,,Inspection,Closed,,,,
MI01399,Inspection,2017-02-22 00:00:00,Mandarana Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,C- Mackay,Northern,,,,,-21.10958,149.041175,701,,,,,,,Inspection,Closed,,,,
MI00750,Inspection,2017-02-22 00:00:00,Moranbah North,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,C- Moranbah,Central,1164 Goonyella Road,Moranbah,QLD,4744.0,-21.88576,147.96564,702,,,,,,,Inspection,Closed,,,,
MI01477,Inspection,2017-02-22 00:00:00,Bosworth Quarry,Metalliferous - Quarry,Quarry,MMQ,Infrequent Operation,Townsville Office,T- Ingham / Cardwell / Tully,Northern,,,,,-18.69819,146.21794,703,,,,,,,Inspection,Closed,,,,
MI02616,Inspection,2017-02-22 00:00:00,Pistol Gap Quarry,Metalliferous - Quarry,Quarry,MMQ,Infrequent Operation,Brisbane Office,B- Rockhampton,Southern,,,,,-22.93236,150.694149,704,,,,,,,Inspection,Closed,,,,
MI00242,Inspection,2017-02-22 00:00:00,Farleigh Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,C- Mackay,Northern,,,,,-21.07011,149.0877,705,,,,,,,Inspection,Closed,,,,
MI01569,Inspection,2017-02-22 00:00:00,Rolleston Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-24.44,148.41844,706,,,,,,,Inspection,Closed,,,,
MI01470,Inspection,2017-02-22 00:00:00,Bonassi's Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,,,,,-18.11337,145.8422111,707,,,,,,,Inspection,Closed,,,,
MI01494,Action,2017-02-22 02:50:00,Jenko's Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,,,,,-17.95887,145.94927,708,,Vehicle,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01494,Action,2017-02-22 03:02:00,Jenko's Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Ingham / Cardwell / Tully,Northern,,,,,-17.95887,145.94927,709,,Mechanical,Lifting,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00254,Incident,2017-02-22 05:00:00,Foxleigh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dysart-Middlemount Road,MIDDLEMOUNT,QLD,4746.0,-22.9836,148.77829,710,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00553,Incident,2017-02-22 08:00:00,Capcoal Surface Coal Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-22.93,148.55146,711,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
