CaseID,Activity,Timestamp,MineName,MineType,MineTypeGroup,Inspectorate,MineStatus,AdministeredBy,MineCluster,Region,MineAddress,MineAddressTown,MineAddressState,MineAddressPostalCode,MineDecLat,MineDecLon,EventID,EventType (1A),HazardClass,HazardType,Incident Type (5A),Surface or Underground (5A),Hazard Code Description (5A),InspectionType (MRE),Status (MRE),DisplayTitle (CA),Section (CA),Directive_disp (CA),CANumber
MI00092,Incident,2017-05-17 18:35:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1659,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI00094,Incident,2017-05-17 21:45:00,Cannington Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-21.86,140.91861,1660,High Potential Incident,Thermal,Fire,High potential no lost time,underground,Flammable liquids/gases,,,,,,
MI01314,Inspection,2017-05-18 00:00:00,Global Sandstone,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.44972222,152.08472,1661,,,,,,,Inspection,Closed,,,,
MI00079,Inspection,2017-05-18 00:00:00,Bromelton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,325 Sandy Creek Road,Bromelton,QLD,4285.0,-27.99562,152.930691,1662,,,,,,,Inspection,Closed,,,,
MI00106,Inspection,2017-05-18 00:00:00,Cathedral,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Closed,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.50897,152.109551,1663,,,,,,,Inspection,Closed,,,,
MI01649,Inspection,2017-05-18 00:00:00,Isaac Plains,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,10167 Peak Downs Highway,Coppabella,QLD,4741.0,-21.96206,148.10705,1664,,,,,,,Inspection,Closed,,,,
MI00833,Inspection,2017-05-18 00:00:00,Murphys Creek Sandstone,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Closed,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.47527778,152.08556,1665,,,,,,,Inspection - Unannounced,Closed,,,,
MI01757,Inspection,2017-05-18 00:00:00,Bromelton North Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Scenic Rim,Southern,Sandy Creek Road,Bromelton,QLD,4285.0,-27.99215,152.935932,1666,,,,,,,Inspection,Closed,,,,
MI01646,Inspection,2017-05-18 00:00:00,Carborough Downs,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Mackay Office,,Central,Peak Downs Highway,Coppabella,QLD,4741.0,-21.99368,148.249,1667,,,,,,,Inspection,Closed,,,,
MI01408,Action,2017-05-18 01:05:00,Moy Pocket Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.53266,152.74295,1668,,Non Hazard Specific,Commissioning,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI01408,Action,2017-05-18 01:10:00,Moy Pocket Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.53266,152.74295,1669,,Mechanical,Entangled in rotating plant,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI01907,Incident,2017-05-18 02:10:00,Lake Vermont,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-22.47,148.40803,1670,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI02697,Action,2017-05-18 04:39:00,Umina Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Prosperpine / Bowen,Northern,,,,,-20.49736,147.8310444,1671,,Gravity,Fall of equipment/material,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI00833,Action,2017-05-18 05:27:00,Murphys Creek Sandstone,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Closed,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.47527778,152.08556,1672,,Non Hazard Specific,Security,,,,Inspection - Unannounced,Closed,Substandard Condition or Practice,,,1.0
MI01649,Action,2017-05-18 06:27:00,Isaac Plains,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,10167 Peak Downs Highway,Coppabella,QLD,4741.0,-21.96206,148.10705,1673,,,,,,,Inspection,Closed,Directive,168.0,Directive to review safety and health management system and principal hazard management plans,1.0
MI01649,Action,2017-05-18 06:42:00,Isaac Plains,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,10167 Peak Downs Highway,Coppabella,QLD,4741.0,-21.96206,148.10705,1674,,,,,,,Inspection,Closed,Directive,168.0,Directive to review safety and health management system and principal hazard management plans,2.0
MI00106,Action,2017-05-18 09:32:00,Cathedral,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Closed,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.50897,152.109551,1675,,Non Hazard Specific,Supervision,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01705,Incident,2017-05-18 11:45:00,Poitrel Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Access Road
Peak Downs Highway",Moranbah,QLD,4744.0,-22.04109,148.26048,1676,High Potential Incident,Electrical,Electric Shock,High potential no lost time,surface,Human error/actions,,,,,,
MI01459,Incident,2017-05-18 12:30:00,Grasstree Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,Central,,,,,-22.98885,148.57943,1677,High Potential Incident,Gas Management,CH4 >2.5%,High potential no lost time,underground,Flammable liquids/gases,,,,,,
MI01408,Action,2017-05-18 12:39:00,Moy Pocket Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.53266,152.74295,1678,,Gravity,Fall of vehicle,,,,Inspection,Closed,Directive,164.0,Directive to suspend operations for unacceptable level of risk,1.0
MI01408,Action,2017-05-18 12:50:00,Moy Pocket Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.53266,152.74295,1679,,Gravity,Fall of ground,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,2.0
MI01408,Action,2017-05-18 12:57:00,Moy Pocket Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Sunshine Coast,Southern,,,,,-26.53266,152.74295,1680,,Non Hazard Specific,Commissioning,,,,Inspection,Closed,Directive,165.0,Directive to review safety and health management system,3.0
MI01413,Incident,2017-05-18 15:55:00,Weipa,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Townsville Office,,,,,,,-12.67,141.86861,1681,High Potential Incident,Vehicle,Collision with another vehicle,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI01546,Incident,2017-05-18 20:00:00,George Fisher Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,,,,,,,-20.57,139.47761,1682,High Potential Incident,Thermal,Fire,High potential no lost time,underground,Flammable liquids/gases,,,,,,
MI00138,Inspection,2017-05-19 00:00:00,Sandstone Australia Project,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.51351,152.106058,1683,,,,,,,Inspection,Closed,,,,
MI00749,Inspection,2017-05-19 00:00:00,Moorvale Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.9697,148.37113,1684,,,,,,,Inspection,Closed,,,,
MI01409,Inspection,2017-05-19 00:00:00,Narangba Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Moreton Bay,Southern,Raynbird Road,Narangba,QLD,4504.0,-27.17706,152.883439,1685,,,,,,,Inspection,Closed,,,,
MI00806,Incident,2017-05-19 03:45:00,Mt Isa - Isa Copper Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72484,139.478149,1686,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,underground,Falling/flying material/objects,,,,,,
MI00599,Action,2017-05-19 04:56:00,Harlaxton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,,,,,-27.53157,151.962701,1687,,Mechanical,Entangled in rotating plant,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,1.0
MI00599,Action,2017-05-19 05:03:00,Harlaxton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,,,,,-27.53157,151.962701,1688,,Mechanical,Crushed between a load and a structure,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00599,Action,2017-05-19 05:08:00,Harlaxton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,,,,,-27.53157,151.962701,1689,,Mechanical,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI00599,Action,2017-05-19 05:24:00,Harlaxton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,,,,,-27.53157,151.962701,1690,,Mechanical,Struck by projectile,,,,Inspection,Closed,Directive,163.0,Directive to reduce risk,4.0
MI00599,Action,2017-05-19 05:31:00,Harlaxton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Toowoomba,Southern,,,,,-27.53157,151.962701,1691,,Mechanical,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,5.0
MI01808,Incident,2017-05-19 07:40:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1692,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Electrical equipment,,,,,,
MI02697,Action,2017-05-19 11:01:00,Umina Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Prosperpine / Bowen,Northern,,,,,-20.49736,147.8310444,1693,,Mechanical,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01190,Incident,2017-05-19 18:30:00,Peak Downs,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.25686,148.17664,1694,High Potential Incident,Vehicle,Other,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00254,Incident,2017-05-20 02:40:00,Foxleigh Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dysart-Middlemount Road,MIDDLEMOUNT,QLD,4746.0,-22.9836,148.77829,1695,High Potential Incident,Vehicle,Rollover,High potential no lost time,surface,Restricted visibility,,,,,,
MI01705,Incident,2017-05-20 08:00:00,Poitrel Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Access Road
Peak Downs Highway",Moranbah,QLD,4744.0,-22.04109,148.26048,1696,High Potential Incident,Explosives,Explosives - Misfire identified after firing,High potential no lost time,surface,Explosives,,,,,,
MI01584,Incident,2017-05-20 09:30:00,Collinsville Mine - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Scottville Road,Collinsville,QLD,4804.0,-20.55807,147.80291,1697,High Potential Incident,Vehicle,Other,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00809,Incident,2017-05-20 11:20:00,Mt Isa - Lead & Zinc Concentrator,Metalliferous - Minerals Processing,Metalliferous Mine - Surface,MMQ,Operating,Mount Isa Office,MI- Mount Isa,Northern,,,,,-20.72219,139.481114,1698,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Falling/flying material/objects,,,,,,
MI00711,Incident,2017-05-20 15:15:00,Meandu Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- South Burnett,Central,Nobby Smith Way,NANANGO,QLD,4615.0,-26.79393,151.89872,1699,High Potential Incident,Vehicle,Rollover,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00631,Incident,2017-05-21 04:25:00,Jellinbah East Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,,BLUFF,QLD,4702.0,-23.38814,148.96074,1700,High Potential Incident,Thermal,Fire,,,,,,,,,
MI01239,Action,2017-05-21 09:06:00,Regent Sandstone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.53389,152.143705,1701,,Chemical,Silica,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI02952,Incident,2017-05-21 13:00:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,1702,High Potential Incident,,,,,,,,,,,
MI01432,Incident,2017-05-21 20:41:00,Yarrabee Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Boonal Haul Road,BLACKWATER,QLD,4717.0,-23.27349,149.02261,1703,High Potential Incident,Vehicle,Collision with another vehicle,Lost time,surface,Human error/actions,,,,,,
MI01190,Incident,2017-05-22 02:55:00,Peak Downs,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.25686,148.17664,1704,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI02846,Action,2017-05-22 04:01:00,Wondai Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.35855,151.58148,1705,,Mechanical,Caught in nip point,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI02846,Action,2017-05-22 04:14:00,Wondai Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.35855,151.58148,1706,,Mechanical,Entangled in rotating plant,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI02846,Action,2017-05-22 04:20:00,Wondai Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.35855,151.58148,1707,,Pressure,Failure of pressure vessel (eg cylinder - hose - accumulator),,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI02846,Action,2017-05-22 04:23:00,Wondai Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.35855,151.58148,1708,,Mechanical,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,4.0
MI01239,Action,2017-05-22 06:54:00,Regent Sandstone Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.53389,152.143705,1709,,Chemical,Silica,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI00149,Incident,2017-05-22 07:05:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,1710,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Electrical equipment,,,,,,
MI02085,Action,2017-05-22 10:21:00,Belmore Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Prosperpine / Bowen,Northern,,,,,-20.66486944,147.8935111,1711,,Gravity,Fall of people,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01258,Incident,2017-05-22 11:30:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1712,High Potential Incident,,,,,,,,,,,
MI00708,Incident,2017-05-22 11:30:00,Maryborough Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Fraser Coast,Southern,6 Gilmers Road,Antigua,QLD,4650.0,-25.63249,152.58477,1713,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Human error/actions,,,,,,
MI02085,Action,2017-05-22 11:37:00,Belmore Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Prosperpine / Bowen,Northern,,,,,-20.66486944,147.8935111,1714,,Non Hazard Specific,Training,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01314,Action,2017-05-22 11:38:00,Global Sandstone,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Lockyer Valley,Southern,,,,,-27.44972222,152.08472,1715,,Vehicle,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI02085,Action,2017-05-22 11:51:00,Belmore Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Prosperpine / Bowen,Northern,,,,,-20.66486944,147.8935111,1716,,Gravity,Other,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI00652,Incident,2017-05-22 12:45:00,Keperra Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Brisbane,Southern,469 Settlement Road,KEPERRA,QLD,4054.0,-27.42401,152.949667,1717,High Potential Incident,Vehicle,Collision with another vehicle,High potential lost time,surface,Human error/actions,,,,,,
MI01648,Incident,2017-05-22 15:50:00,Dawson Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Dawson Highway,MOURA,QLD,4718.0,-24.63169,150.06089,1718,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01500,Inspection,2017-05-23 00:00:00,Lorena,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Care & Maintenance,Mount Isa Office,MI- Cloncurry,Northern,,,,,-20.71857,140.645745,1719,,,,,,,Inspection,Closed,,,,
MI00503,Inspection,2017-05-23 00:00:00,Gemfields - MC 4109 - Miner's Heritage Tourist,Metalliferous - Tourist Mine,Metalliferous Mine - Surface,MMQ,Operating,Townsville Office,C- Emerald,Northern,,,,,-23.40823,147.690049,1720,,,,,,,Inspection - Unannounced,Closed,,,,
MI02812,Inspection,2017-05-23 00:00:00,Thalanga Undergrounds,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Inactive Tenure,Townsville Office,T- Charters Towers / Ravenswood,Northern,,,,,-20.33514,145.77168,1721,,,,,,,Inspection,Closed,,,,
MI01540,Inspection,2017-05-23 00:00:00,Ensham Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,,,,,,-23.48,148.52054,1722,,,,,,,Inspection,Closed,,,,
MI00415,Inspection,2017-05-23 00:00:00,Gemfields - MC 4788 - Bobby Dazzler Tourist Mine,Metalliferous - Tourist Mine,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Townsville Office,C- Emerald,Northern,,,,,-23.4204,147.699715,1723,,,,,,,Inspection,Closed,,,,
MI01705,Inspection,2017-05-23 00:00:00,Poitrel Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Access Road
Peak Downs Highway",Moranbah,QLD,4744.0,-22.04109,148.26048,1724,,,,,,,Inspection,Closed,,,,
MI01908,Inspection,2017-05-23 00:00:00,Dugald River Mine,Metalliferous Mine - Underground,Metalliferous Mine - Underground,MMQ,Operating,Mount Isa Office,MI- Cloncurry,Northern,Burke Development Road,Cloncurry,QLD,4824.0,-20.25369,140.159832,1725,,,,,,,Inspection,Closed,,,,
MI00440,Inspection,2017-05-23 00:00:00,Gemfields - MC 3844 - Old Fluff,Metalliferous Mine - Surface or Underground Gemstone,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Townsville Office,C- Emerald,Northern,,,,,-23.41259,147.68963,1726,,,,,,,Inspection,Closed,,,,
MI03694,Inspection,2017-05-23 00:00:00,Wattlegrove Road Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- South Burnett,Southern,,,,,-26.52822,151.70014,1727,,,,,,,Inspection,Closed,,,,
MI02911,Inspection,2017-05-23 00:00:00,Lawnton Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Brisbane,Southern,,,,,-27.2856,153.002987,1728,,,,,,,Inspection,Closed,,,,
MI00140,Inspection,2017-05-23 00:00:00,Commodore Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Toowoomba,Central,Commodore Mine Access Road (Kooroongarra Rd),MILLMERRAN,QLD,4357.0,-27.94955,151.282107,1729,,,,,,,Inspection,Closed,,,,
MI03693,Inspection,2017-05-23 00:00:00,Gemfields - MC 3804 & MC 3870,Metalliferous Mine - Surface or Underground Gemstone,Metalliferous Mine - Surface,MMQ,Infrequent Operation,Townsville Office,C- Emerald,Central,,,,,-23.41283,147.69204,1730,,,,,,,Inspection,Closed,,,,
MI02952,Action,2017-05-23 02:30:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,1731,,,,,,,Inspection,Closed,Directive,168.0,Directive to review safety and health management system and principal hazard management plans,1.0
MI02952,Action,2017-05-23 02:53:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,1732,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01409,Action,2017-05-23 04:23:00,Narangba Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Moreton Bay,Southern,Raynbird Road,Narangba,QLD,4504.0,-27.17706,152.883439,1733,,Chemical,Dust,,,,Inspection,Closed,Substandard Condition or Practice,,,1.0
MI01409,Action,2017-05-23 04:27:00,Narangba Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Moreton Bay,Southern,Raynbird Road,Narangba,QLD,4504.0,-27.17706,152.883439,1734,,Gravity,Fall of ground,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01409,Action,2017-05-23 04:33:00,Narangba Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Moreton Bay,Southern,Raynbird Road,Narangba,QLD,4504.0,-27.17706,152.883439,1735,,Vehicle,Collision with another vehicle,,,,Inspection,Closed,Substandard Condition or Practice,,,3.0
MI00149,Incident,2017-05-23 11:40:00,Coppabella - Open Cut,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,,,,,,-21.87,148.42141,1736,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01976,Incident,2017-05-23 13:00:00,Daunia Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,"Millennium Poitrel Access Road
Via Peak Downs Road",Moranbah,QLD,4744.0,-22.04127,148.26852,1737,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI01162,Incident,2017-05-23 15:00:00,Oaky Creek No. 1 Colliery,Coal Mine - Underground,Coal Mine - Underground,COAL,Closed,Rockhampton Office,,Central,,,,,-23.07071,148.49695,1738,High Potential Incident,Gas Management,Failure of gas monitoring system,High potential no lost time,underground,Flammable liquids/gases,,,,,,
MI00054,Incident,2017-05-23 15:30:00,Blackwater Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Ardurad Road (Blackwater Rolleston Road),BLACKWATER,QLD,4717.0,-23.7697,148.87879,1739,High Potential Incident,Thermal,Fire,High potential no lost time,surface,Fire(s),,,,,,
MI02952,Incident,2017-05-23 17:30:00,Caval Ridge Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,,,,,-22.15615,148.05892,1740,High Potential Incident,Mechanical,Other,High potential no lost time,surface,Moving vehicles/equipment,,,,,,
MI00092,Incident,2017-05-23 21:15:00,Callide Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,,Central,Biloela Callide Road,BILOELA,QLD,4715.0,-24.3276,150.61872,1741,High Potential Incident,Gravity,Fall of equipment/material,High potential no lost time,surface,Moving components/parts,,,,,,
MI01400,Inspection,2017-05-24 00:00:00,Millennium Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,Via Peak Downs Highway,Moranbah,QLD,4744.0,-22.01548,148.25111,1742,,,,,,,Inspection,Closed,,,,
MI01760,Inspection,2017-05-24 00:00:00,Oaky Creek Surface Operations,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,C- Emerald,Central,Oaky Creek,Via TIERI,QLD,4709.0,-23.07343,148.48362,1743,,,,,,,Inspection,Closed,,,,
MI01258,Inspection,2017-05-24 00:00:00,Saraji,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,,Central,,,,,-22.42214,148.28115,1744,,,,,,,Inspection,Closed,,,,
MI01152,Inspection,2017-05-24 00:00:00,Ningi Silica Sand Mine,Metalliferous Mine - Surface,Metalliferous Mine - Surface,MMQ,Operating,Brisbane Office,B- Moreton Bay,Southern,,,,,-27.0818,153.089742,1745,,,,,,,Inspection,Closed,,,,
MI01659,Inspection,2017-05-24 00:00:00,Kogan Creek Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Western Downs,Central,Smith's Road via Brigalow,KOGAN,QLD,4406.0,-26.92716,150.780779,1746,,,,,,,Inspection,Closed,,,,
MI00652,Inspection,2017-05-24 00:00:00,Keperra Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Brisbane Office,B- Brisbane,Southern,469 Settlement Road,KEPERRA,QLD,4054.0,-27.42401,152.949667,1747,,,,,,,Inspection,Closed,,,,
MI03148,Inspection,2017-05-24 00:00:00,Eureka Quarry,Metalliferous - Quarry,Quarry,MMQ,Infrequent Operation,Townsville Office,C- Emerald,Northern,,,,,-23.16588,148.19679,1748,,,,,,,Inspection,Closed,,,,
MI01338,Inspection,2017-05-24 00:00:00,Walsh River Quarry,Metalliferous - Quarry,Quarry,MMQ,Operating,Townsville Office,T- Mareeba / Atherton / Herberton,Northern,,,,,-17.14508,145.30934,1749,,,,,,,Inspection,Closed,,,,
MI02663,Inspection,2017-05-24 00:00:00,Ensham Underground Mine,Coal Mine - Underground,Coal Mine - Underground,COAL,Operating,Rockhampton Office,,,,,,,-23.5,148.49282,1750,,,,,,,Inspection,Closed,,,,
MI01356,Inspection,2017-05-24 00:00:00,Wilkie Creek Coal Mine,Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Rockhampton Office,S- Western Downs,Central,1245 Wilkie Creek Road,Macalister,QLD,4406.0,-27.04701,150.957048,1751,,,,,,,Inspection,Closed,,,,
MI01808,Action,2017-05-24 01:11:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1752,,,,,,,Inspection,Closed,Substandard Condition or Practice,,,2.0
MI01808,Action,2017-05-24 01:16:00,QCoal Northern Hub (Sonoma - Cows - Drake 1 & 2 - Jax),Coal Mine - Surface,Coal Mine - Surface,COAL,Operating,Mackay Office,C- Mackay,Central,Bowen Developmental Road,Collinsville,QLD,4804.0,-20.63823,147.85616,1753,,,,,,,Inspection,Closed,Recommendation,,,3.0
